인기 페이지,26. 8. 5. - 26. 8. 11. 클릭수,26. 7. 29. - 26. 8. 4. 클릭수,26. 8. 5. - 26. 8. 11. 노출,26. 7. 29. - 26. 8. 4. 노출,26. 8. 5. - 26. 8. 11. CTR,26. 7. 29. - 26. 8. 4. CTR,26. 8. 5. - 26. 8. 11. 게재 순위,26. 7. 29. - 26. 8. 4. 게재 순위
https://www.moneysalary.com/salary-db/samsung-electronics,0,4,112,44,0%,9.09%,3.02,3.23
